DISTRICT,map_version,chamber,total_pop,total_vap,bvap,hvap,avap,bipoc_vap,pct_bvap,pct_hvap,pct_avap,pct_bipoc_vap,partisan_lean
25,enacted_2021,senate,196445,151262,34085,1297,5781,41165,0.2253,0.0086,0.0382,0.2721,-0.249
26,enacted_2021,senate,193307,148846,40708,8278,18484,67472,0.2735,0.0556,0.1242,0.4533,0.2242
27,enacted_2021,senate,193869,149279,69423,28485,24089,121998,0.4651,0.1908,0.1614,0.8173,0.8938
28,enacted_2021,senate,179099,137906,77533,40916,12560,131010,0.5622,0.2967,0.0911,0.95,1.0
29,enacted_2021,senate,208725,160718,100362,21214,14135,135711,0.6245,0.132,0.0879,0.8444,1.0
30,enacted_2021,senate,196976,151671,75172,7018,7913,90104,0.4956,0.0463,0.0522,0.5941,0.4642
31,enacted_2021,senate,209835,161572,38008,9915,21683,69607,0.2352,0.0614,0.1342,0.4308,0.1721
32,enacted_2021,senate,198422,152784,50406,7832,15258,73497,0.3299,0.0513,0.0999,0.4811,0.1409
33,enacted_2021,senate,214766,165369,20639,22129,13236,56006,0.1248,0.1338,0.08,0.3387,0.0886
34,enacted_2021,senate,202756,156122,60078,21249,3687,85015,0.3848,0.1361,0.0236,0.5445,0.5922
35,enacted_2021,senate,184008,141686,100591,9476,24532,134601,0.71,0.0669,0.1731,0.95,1.0
36,enacted_2021,senate,210265,161904,11449,10623,13569,35642,0.0707,0.0656,0.0838,0.2201,-0.2496
37,enacted_2021,senate,178291,137284,32060,32132,10959,75152,0.2335,0.2341,0.0798,0.5474,0.4249
38,enacted_2021,senate,198770,153052,18337,15669,30610,64617,0.1198,0.1024,0.2,0.4222,0.131
39,enacted_2021,senate,194409,149694,33243,7898,1834,42976,0.2221,0.0528,0.0123,0.2871,-0.2481
40,enacted_2021,senate,192635,148328,13187,17777,1112,32077,0.0889,0.1199,0.0075,0.2163,-0.3006
41,enacted_2021,senate,209686,161458,61671,346,4221,66239,0.382,0.0021,0.0261,0.4103,0.1248
42,enacted_2021,senate,202182,155680,66378,12943,6061,85383,0.4264,0.0831,0.0389,0.5485,0.2347
43,enacted_2021,senate,186903,143915,58015,31820,1429,91265,0.4031,0.2211,0.0099,0.6342,0.7777
44,enacted_2021,senate,191690,147601,66269,18050,2676,86997,0.449,0.1223,0.0181,0.5894,0.4861
45,enacted_2021,senate,193373,148897,46041,9100,17323,72465,0.3092,0.0611,0.1163,0.4867,0.5163
46,enacted_2021,senate,200473,154364,49721,157,1751,51631,0.3221,0.001,0.0113,0.3345,-0.1288
47,enacted_2021,senate,205770,158442,26619,47261,20961,94842,0.168,0.2983,0.1323,0.5986,0.8623
48,enacted_2021,senate,195674,150668,33067,18401,1254,52723,0.2195,0.1221,0.0083,0.3499,-0.0733
49,enacted_2021,senate,200184,154141,99358,38556,8519,146433,0.6446,0.2501,0.0553,0.95,0.8655
50,enacted_2021,senate,195847,150802,81502,44657,10906,137065,0.5405,0.2961,0.0723,0.9089,1.0
51,enacted_2021,senate,210375,161988,30116,19012,312,49441,0.1859,0.1174,0.0019,0.3052,-0.0293
52,enacted_2021,senate,187553,144415,17265,9486,10361,37113,0.1196,0.0657,0.0717,0.257,-0.3021
53,enacted_2021,senate,192095,147913,4347,34308,143,38798,0.0294,0.2319,0.001,0.2623,-0.0868
54,enacted_2021,senate,194119,149471,75137,14419,19942,109500,0.5027,0.0965,0.1334,0.7326,0.9293
55,enacted_2021,senate,173031,133233,46440,6967,3994,57402,0.3486,0.0523,0.03,0.4308,0.1393
56,enacted_2021,senate,200592,154455,73725,2728,1816,78271,0.4773,0.0177,0.0118,0.5068,0.6995
1,enacted_2024,senate,212460,163594,43751,15416,7598,66766,0.2674,0.0942,0.0464,0.4081,-0.2827
2,enacted_2024,senate,212715,163790,4989,13434,545,18969,0.0305,0.082,0.0033,0.1158,-0.328
3,enacted_2024,senate,196390,151220,77773,10609,1071,89455,0.5143,0.0702,0.0071,0.5916,0.3421
4,enacted_2024,senate,185915,143154,74322,13849,11880,100052,0.5192,0.0967,0.083,0.6989,0.5922
5,enacted_2024,senate,196363,151199,8347,599,13016,21963,0.0552,0.004,0.0861,0.1453,-0.4141
6,enacted_2024,senate,190216,146466,18477,45048,225,63751,0.1262,0.3076,0.0015,0.4353,0.1999
7,enacted_2024,senate,193751,149188,121945,17329,2453,141728,0.8174,0.1162,0.0164,0.95,1.0
8,enacted_2024,senate,226323,174268,52405,43644,21240,117290,0.3007,0.2504,0.1219,0.673,0.5037
9,enacted_2024,senate,199650,153730,49175,11519,5731,66427,0.3199,0.0749,0.0373,0.4321,0.2006
10,enacted_2024,senate,206206,158778,113689,21437,4561,139689,0.716,0.135,0.0287,0.8798,1.0
11,enacted_2024,senate,204296,157307,70703,22863,6042,99609,0.4495,0.1453,0.0384,0.6332,0.5577
12,enacted_2024,senate,200297,154228,34891,19746,30845,85483,0.2262,0.128,0.2,0.5543,0.4128
13,enacted_2024,senate,214469,165141,77215,16460,6116,99792,0.4676,0.0997,0.037,0.6043,0.5288
14,enacted_2024,senate,214093,164851,85937,21849,32970,140756,0.5213,0.1325,0.2,0.8538,0.9301
15,enacted_2024,senate,189958,146267,92452,8304,3646,104404,0.6321,0.0568,0.0249,0.7138,0.6069
16,enacted_2024,senate,203824,156944,54560,6024,31388,91974,0.3476,0.0384,0.2,0.586,0.3037
17,enacted_2024,senate,214205,164937,40481,14464,21566,76512,0.2454,0.0877,0.1308,0.4639,0.2026
18,enacted_2024,senate,196122,151013,24067,7142,948,32159,0.1594,0.0473,0.0063,0.213,-0.366
19,enacted_2024,senate,194823,150013,41327,22245,18702,82275,0.2755,0.1483,0.1247,0.5485,0.3957
20,enacted_2024,senate,211087,162536,131644,5982,5924,143551,0.8099,0.0368,0.0364,0.8832,1.0
21,enacted_2024,senate,203686,156838,89337,36589,23069,148996,0.5696,0.2333,0.1471,0.95,1.0
22,enacted_2024,senate,202191,155687,34818,20460,12054,67333,0.2236,0.1314,0.0774,0.4325,0.1188
23,enacted_2024,senate,201329,155023,28373,29848,14788,73010,0.183,0.1925,0.0954,0.471,0.1812
24,enacted_2024,senate,199342,153493,30439,20033,343,50816,0.1983,0.1305,0.0022,0.3311,0.197
25,enacted_2024,senate,218466,168218,54512,6195,14915,75623,0.3241,0.0368,0.0887,0.4496,0.0271
26,enacted_2024,senate,204567,157516,13233,17077,24396,54707,0.084,0.1084,0.1549,0.3473,0.046
27,enacted_2024,senate,199598,153690,47049,19112,1461,67623,0.3061,0.1244,0.0095,0.44,0.0664
28,enacted_2024,senate,207604,159855,75539,34260,6596,116395,0.4726,0.2143,0.0413,0.7281,0.5187
29,enacted_2024,senate,197790,152298,51682,7729,1059,60471,0.3394,0.0508,0.007,0.3971,0.0907
30,enacted_2024,senate,205725,158408,57112,22805,13044,92962,0.3605,0.144,0.0823,0.5869,0.388
31,enacted_2024,senate,213173,164143,61801,27923,18600,108325,0.3765,0.1701,0.1133,0.6599,0.7832
32,enacted_2024,senate,204363,157359,40472,62943,15342,118758,0.2572,0.4,0.0975,0.7547,1.0
33,enacted_2024,senate,202244,155727,40207,29389,27297,96894,0.2582,0.1887,0.1753,0.6222,0.4092
34,enacted_2024,senate,213800,164626,65790,60533,30070,156394,0.3996,0.3677,0.1827,0.95,1.0
35,enacted_2024,senate,207716,159941,71945,16124,31988,120058,0.4498,0.1008,0.2,0.7506,0.7937
36,enacted_2024,senate,204770,157672,1856,20890,24926,47672,0.0118,0.1325,0.1581,0.3024,-0.1023
37,enacted_2024,senate,203819,156940,66446,3831,1913,72192,0.4234,0.0244,0.0122,0.46,0.4034
38,enacted_2024,senate,199192,153377,55407,26464,647,82518,0.3612,0.1725,0.0042,0.538,0.4859
39,enacted_2024,senate,211081,162532,86808,35964,11352,134125,0.5341,0.2213,0.0698,0.8252,1.0
40,enacted_2024,senate,199423,153555,16857,9256,30711,56824,0.1098,0.0603,0.2,0.3701,0.4006
41,enacted_2024,senate,199358,153505,32145,30297,7902,70345,0.2094,0.1974,0.0515,0.4583,0.261
42,enacted_2024,senate,213757,164592,79735,54883,21743,156362,0.4844,0.3335,0.1321,0.95,1.0
43,enacted_2024,senate,216420,166643,38403,12064,10760,61228,0.2305,0.0724,0.0646,0.3674,-0.0107
44,enacted_2024,senate,224397,172785,124395,14056,6843,145295,0.7199,0.0814,0.0396,0.8409,1.0
45,enacted_2024,senate,183070,140963,57822,28989,789,87601,0.4102,0.2057,0.0056,0.6215,0.6259
46,enacted_2024,senate,190316,146543,26178,6822,5198,38199,0.1786,0.0466,0.0355,0.2607,-0.0961
47,enacted_2024,senate,203839,156956,68423,26803,8755,103982,0.4359,0.1708,0.0558,0.6625,0.8059
48,enacted_2024,senate,218195,168010,32227,49911,4705,86845,0.1918,0.2971,0.028,0.5169,0.468
49,enacted_2024,senate,216233,166499,84570,59791,1265,145627,0.5079,0.3591,0.0076,0.8746,1.0
50,enacted_2024,senate,203026,156330,10146,26169,4283,40599,0.0649,0.1674,0.0274,0.2597,-0.2636
51,enacted_2024,senate,200334,154257,33192,20786,7540,61519,0.2152,0.1348,0.0489,0.3988,-0.0162
52,enacted_2024,senate,200964,154742,20791,15947,8799,45538,0.1344,0.1031,0.0569,0.2943,-0.0486
53,enacted_2024,senate,185928,143164,19465,7865,6594,33925,0.136,0.0549,0.0461,0.237,-0.3062
54,enacted_2024,senate,189294,145756,30859,8743,15928,55531,0.2117,0.06,0.1093,0.381,0.2055
55,enacted_2024,senate,200818,154629,47502,26344,9581,83428,0.3072,0.1704,0.062,0.5395,0.4487
56,enacted_2024,senate,204746,157654,79509,45232,6129,130871,0.5043,0.2869,0.0389,0.8301,1.0
1,proposed_dem,senate,200644,154495,30425,31616,5075,67117,0.1969,0.2046,0.0328,0.4344,0.177
2,proposed_dem,senate,196629,151404,5393,13134,15664,34192,0.0356,0.0867,0.1035,0.2258,-0.226
3,proposed_dem,senate,186331,143474,28301,21445,3795,53542,0.1973,0.1495,0.0265,0.3732,0.3897
4,proposed_dem,senate,203918,157016,23812,15940,274,40027,0.1517,0.1015,0.0017,0.2549,-0.2721
5,proposed_dem,senate,198270,152667,10991,16667,10688,38347,0.072,0.1092,0.07,0.2512,-0.2036
6,proposed_dem,senate,202765,156129,86189,50852,11280,148322,0.552,0.3257,0.0722,0.95,1.0
7,proposed_dem,senate,212988,164000,111835,5679,1188,118703,0.6819,0.0346,0.0072,0.7238,0.6272
8,proposed_dem,senate,187474,144354,32956,14779,12379,60115,0.2283,0.1024,0.0858,0.4164,0.0194
9,proposed_dem,senate,205934,158569,18805,37685,9097,65588,0.1186,0.2377,0.0574,0.4136,0.2391
10,proposed_dem,senate,186594,143677,18076,17300,11482,46859,0.1258,0.1204,0.0799,0.3261,-0.0892
11,proposed_dem,senate,200303,154233,65023,21799,10672,97495,0.4216,0.1413,0.0692,0.6321,0.6132
12,proposed_dem,senate,218113,167947,43098,37090,9874,90064,0.2566,0.2208,0.0588,0.5363,0.7628
13,proposed_dem,senate,214465,165138,40434,37062,4085,81582,0.2448,0.2244,0.0247,0.494,0.396
14,proposed_dem,senate,183011,140918,83192,5344,14241,102778,0.5904,0.0379,0.1011,0.7293,0.6987
15,proposed_dem,senate,218866,168526,106806,52828,464,160099,0.6338,0.3135,0.0028,0.95,1.0
16,proposed_dem,senate,172264,132643,53604,11768,3691,69065,0.4041,0.0887,0.0278,0.5207,0.4847
17,proposed_dem,senate,197735,152255,71791,1404,7723,80919,0.4715,0.0092,0.0507,0.5315,0.2014
18,proposed_dem,senate,182315,140382,11754,2386,423,14564,0.0837,0.017,0.003,0.1037,-0.4714
19,proposed_dem,senate,216612,166791,54603,37360,1907,93871,0.3274,0.224,0.0114,0.5628,0.3689
20,proposed_dem,senate,191731,147632,25503,5516,714,31733,0.1727,0.0374,0.0048,0.215,-0.4018
21,proposed_dem,senate,207368,159673,80105,54891,453,135449,0.5017,0.3438,0.0028,0.8483,0.8269
22,proposed_dem,senate,187457,144341,29290,21131,17166,67588,0.2029,0.1464,0.1189,0.4683,0.3556
23,proposed_dem,senate,189841,146177,69224,1869,2624,73718,0.4736,0.0128,0.018,0.5043,0.2412
24,proposed_dem,senate,209039,160960,48460,24550,3157,76168,0.3011,0.1525,0.0196,0.4732,0.3119
25,proposed_dem,senate,195172,150282,5107,25489,826,31424,0.034,0.1696,0.0055,0.2091,-0.1914
26,proposed_dem,senate,199221,153400,37743,24446,30680,92870,0.246,0.1594,0.2,0.6054,0.6433
27,proposed_dem,senate,218732,168423,14338,10661,5734,30734,0.0851,0.0633,0.0341,0.1825,-0.3049
28,proposed_dem,senate,195963,150891,97820,12536,18352,128708,0.6483,0.0831,0.1216,0.853,0.9558
29,proposed_dem,senate,198128,152558,17107,13509,30511,61128,0.1121,0.0886,0.2,0.4007,0.3162
30,proposed_dem,senate,211398,162776,66717,22411,17914,107043,0.4099,0.1377,0.1101,0.6576,0.4642
31,proposed_dem,senate,216153,166437,79215,49332,18690,147238,0.4759,0.2964,0.1123,0.8846,1.0
32,proposed_dem,senate,202011,155548,59114,44268,13223,116606,0.38,0.2846,0.085,0.7496,0.7296
33,proposed_dem,senate,203506,156699,52150,54171,3588,109910,0.3328,0.3457,0.0229,0.7014,0.5053
34,proposed_dem,senate,208474,160524,78191,48930,7733,134855,0.4871,0.3048,0.0482,0.8401,0.6543
35,proposed_dem,senate,203672,156827,77241,38371,13429,129042,0.4925,0.2447,0.0856,0.8228,0.8667
36,proposed_dem,senate,217106,167171,116838,11330,30643,158812,0.6989,0.0678,0.1833,0.95,1.0
37,proposed_dem,senate,201895,155459,40824,15349,10514,66689,0.2626,0.0987,0.0676,0.429,0.2543
38,proposed_dem,senate,207421,159714,104668,8308,11130,124108,0.6554,0.052,0.0697,0.7771,1.0
39,proposed_dem,senate,177922,136999,64396,15406,543,80347,0.4701,0.1125,0.004,0.5865,0.407
40,proposed_dem,senate,204801,157696,76786,10907,113,87807,0.4869,0.0692,0.0007,0.5568,0.3008
41,proposed_dem,senate,193471,148972,86606,30542,24373,141523,0.5814,0.205,0.1636,0.95,1.0
42,proposed_dem,senate,201448,155114,78850,22979,31022,132853,0.5083,0.1481,0.2,0.8565,1.0
43,proposed_dem,senate,198316,152703,29696,9001,1295,39993,0.1945,0.0589,0.0085,0.2619,-0.0994
44,proposed_dem,senate,183029,140932,46851,17408,2179,66438,0.3324,0.1235,0.0155,0.4714,0.2591
45,proposed_dem,senate,192545,148259,31472,14479,25600,71552,0.2123,0.0977,0.1727,0.4826,0.5413
46,proposed_dem,senate,215856,166209,35245,27889,6183,69318,0.2121,0.1678,0.0372,0.4171,-0.1282
47,proposed_dem,senate,212133,163342,84672,16647,289,101609,0.5184,0.1019,0.0018,0.6221,0.3322
48,proposed_dem,senate,200054,154041,47804,1857,9590,59252,0.3103,0.0121,0.0623,0.3847,0.1329
49,proposed_dem,senate,202289,155762,82407,20424,17650,120482,0.5291,0.1311,0.1133,0.7735,0.833
50,proposed_dem,senate,197808,152312,34150,5822,1355,41328,0.2242,0.0382,0.0089,0.2713,0.1774
51,proposed_dem,senate,223341,171972,93928,26467,1770,122165,0.5462,0.1539,0.0103,0.7104,0.69
52,proposed_dem,senate,196382,151214,34960,20925,8878,64764,0.2312,0.1384,0.0587,0.4283,0.2267
53,proposed_dem,senate,191572,147510,36980,12504,21669,71154,0.2507,0.0848,0.1469,0.4824,0.0475
54,proposed_dem,senate,198487,152834,68237,11106,11419,90763,0.4465,0.0727,0.0747,0.5939,0.4581
55,proposed_dem,senate,192529,148247,23521,30005,16291,69818,0.1587,0.2024,0.1099,0.471,0.1804
56,proposed_dem,senate,206971,159367,118853,9176,23368,151398,0.7458,0.0576,0.1466,0.95,1.0
1,proposed_rep,senate,198652,152962,61800,42133,1114,105048,0.404,0.2755,0.0073,0.6868,0.6895
2,proposed_rep,senate,208729,160721,35085,50824,1721,87631,0.2183,0.3162,0.0107,0.5452,0.2761
3,proposed_rep,senate,203350,156579,19960,14412,16366,50739,0.1275,0.092,0.1045,0.324,-0.1801
4,proposed_rep,senate,188443,145101,27448,9840,12420,49709,0.1892,0.0678,0.0856,0.3426,0.061
5,proposed_rep,senate,200153,154117,42436,2623,4682,49743,0.2754,0.017,0.0304,0.3228,-0.1484
6,proposed_rep,senate,198404,152771,82197,6056,4617,92872,0.538,0.0396,0.0302,0.6079,0.647
7,proposed_rep,senate,191835,147712,89392,37790,13143,140326,0.6052,0.2558,0.089,0.95,1.0
8,proposed_rep,senate,171674,132188,37767,4167,11167,53103,0.2857,0.0315,0.0845,0.4017,0.0359
9,proposed_rep,senate,221038,170199,54594,7110,16782,78487,0.3208,0.0418,0.0986,0.4612,0.1667
10,proposed_rep,senate,201922,155479,30428,11707,6989,49124,0.1957,0.0753,0.045,0.316,0.1783
11,proposed_rep,senate,173611,133680,39092,12251,6081,57424,0.2924,0.0916,0.0455,0.4296,0.1264
12,proposed_rep,senate,197623,152169,108655,29938,3880,142474,0.714,0.1967,0.0255,0.9363,1.0
13,proposed_rep,senate,206769,159212,45010,50404,320,95734,0.2827,0.3166,0.002,0.6013,0.6031
14,proposed_rep,senate,197942,152415,51611,13129,7904,72645,0.3386,0.0861,0.0519,0.4766,0.2879
15,proposed_rep,senate,208485,160533,31708,23536,11980,67225,0.1975,0.1466,0.0746,0.4188,-0.038
16,proposed_rep,senate,200378,154291,59702,21742,134,81580,0.387,0.1409,0.0009,0.5287,0.6709
17,proposed_rep,senate,187678,144512,28060,20313,4661,53035,0.1942,0.1406,0.0323,0.367,0.0039
18,proposed_rep,senate,205487,158224,46769,19601,10769,77140,0.2956,0.1239,0.0681,0.4875,0.1758
19,proposed_rep,senate,187968,144735,22200,11447,12291,45939,0.1534,0.0791,0.0849,0.3174,-0.0304
20,proposed_rep,senate,198461,152814,23956,33172,2524,59653,0.1568,0.2171,0.0165,0.3904,0.0129
21,proposed_rep,senate,183967,141654,51951,12021,586,64558,0.3667,0.0849,0.0041,0.4557,0.0099
22,proposed_rep,senate,184737,142247,40749,46535,7481,94766,0.2865,0.3271,0.0526,0.6662,0.742
23,proposed_rep,senate,197094,151762,46729,18956,25330,91016,0.3079,0.1249,0.1669,0.5997,0.6163
24,proposed_rep,senate,195214,150314,75428,38582,28788,142798,0.5018,0.2567,0.1915,0.95,1.0
25,proposed_rep,senate,174416,134300,45576,53720,400,99697,0.3394,0.4,0.003,0.7423,0.8882
26,proposed_rep,senate,195397,150455,36399,34600,3270,74270,0.2419,0.23,0.0217,0.4936,0.1401
27,proposed_rep,senate,201053,154810,22332,47281,3047,72661,0.1443,0.3054,0.0197,0.4694,0.324
28,proposed_rep,senate,208160,160283,55985,29596,26583,112164,0.3493,0.1846,0.1659,0.6998,0.8327
29,proposed_rep,senate,209375,161218,32377,34335,32243,98957,0.2008,0.213,0.2,0.6138,0.6864
30,proposed_rep,senate,201932,155487,54545,33572,548,88666,0.3508,0.2159,0.0035,0.5702,0.3869
31,proposed_rep,senate,189879,146206,67512,8876,7056,83445,0.4618,0.0607,0.0483,0.5707,0.2739
32,proposed_rep,senate,189975,146280,36408,24044,171,60623,0.2489,0.1644,0.0012,0.4144,0.1504
33,proposed_rep,senate,198465,152818,34548,47471,8629,90649,0.2261,0.3106,0.0565,0.5932,0.5675
34,proposed_rep,senate,186716,143771,50948,52788,3521,107258,0.3544,0.3672,0.0245,0.746,0.7848
35,proposed_rep,senate,198719,153013,91349,16165,5172,112687,0.597,0.1056,0.0338,0.7365,0.5108
36,proposed_rep,senate,211899,163162,93370,18987,18234,130592,0.5723,0.1164,0.1118,0.8004,1.0
37,proposed_rep,senate,216953,167053,93438,7380,10757,111576,0.5593,0.0442,0.0644,0.6679,0.5061
38,proposed_rep,senate,203165,156437,46023,16166,13745,75936,0.2942,0.1033,0.0879,0.4854,0.2447
39,proposed_rep,senate,205679,158372,53364,1722,2532,57619,0.337,0.0109,0.016,0.3638,0.0815
40,proposed_rep,senate,185995,143216,33313,53942,894,88151,0.2326,0.3767,0.0062,0.6155,0.6018
41,proposed_rep,senate,197303,151923,33803,30201,10002,74008,0.2225,0.1988,0.0658,0.4871,0.3958
42,proposed_rep,senate,193096,148683,87768,40812,12667,141248,0.5903,0.2745,0.0852,0.95,1.0
43,proposed_rep,senate,201649,155269,48502,52389,2914,103805,0.3124,0.3374,0.0188,0.6686,0.6575
44,proposed_rep,senate,188544,145178,21105,35629,4584,61319,0.1454,0.2454,0.0316,0.4224,0.2268
45,proposed_rep,senate,215909,166249,16243,8450,24301,48995,0.0977,0.0508,0.1462,0.2947,-0.169
46,proposed_rep,senate,197189,151835,15187,5415,19,20622,0.1,0.0357,0.0001,0.1358,-0.2906
47,proposed_rep,senate,214128,164878,57855,26812,32975,117643,0.3509,0.1626,0.2,0.7135,0.4132
48,proposed_rep,senate,196642,151414,102798,27039,14005,143843,0.6789,0.1786,0.0925,0.95,1.0
49,proposed_rep,senate,192350,148109,78375,30559,365,109301,0.5292,0.2063,0.0025,0.738,0.7691
50,proposed_rep,senate,203337,156569,71265,43508,6302,121075,0.4552,0.2779,0.0403,0.7733,0.7528
51,proposed_rep,senate,200442,154340,45434,19620,23192,88247,0.2944,0.1271,0.1503,0.5718,0.518
52,proposed_rep,senate,198132,152561,53577,10358,5900,69836,0.3512,0.0679,0.0387,0.4578,0.0371
53,proposed_rep,senate,215130,165650,20819,40938,107,61864,0.1257,0.2471,0.0006,0.3735,0.0872
54,proposed_rep,senate,203560,156741,67012,6079,18361,91453,0.4275,0.0388,0.1171,0.5835,0.395
55,proposed_rep,senate,189919,146237,25306,50903,12851,89061,0.173,0.3481,0.0879,0.609,0.4235
56,proposed_rep,senate,209266,161134,81598,4515,5561,91675,0.5064,0.028,0.0345,0.5689,0.5925
